"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct","oty_month2_emplvl_chg","oty_month2_emplvl_pct","oty_month3_emplvl_chg","oty_month3_emplvl_pct","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct"
"13021","5","7224","76","0","2014","1","N","Bibb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",15,0,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,0,"N",2,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13021","5","7224","76","0","2014","2","","Bibb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",15,88,78,84,354895,210040,1898,328,"",0.70,0.40,0.35,0.38,0.52,0.51,0.28,1.38,"N",1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13021","5","7224","76","0","2014","3","","Bibb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",15,87,78,91,383629,221581,3810,346,"",0.71,0.39,0.35,0.42,0.55,0.70,0.71,1.43,"N",1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13021","5","7224","76","0","2014","4","N","Bibb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",-2,-13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13025","5","7224","76","0","2014","1","N","Brantley County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13025","5","7224","76","0","2014","2","N","Brantley County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13025","5","7224","76","0","2014","3","N","Brantley County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13025","5","7224","76","0","2014","4","N","Brantley County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13029","5","7224","76","0","2014","1","N","Bryan County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13029","5","7224","76","0","2014","2","N","Bryan County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13029","5","7224","76","0","2014","3","N","Bryan County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13029","5","7224","76","0","2014","4","N","Bryan County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","5","7224","76","0","2014","1","N","Bulloch County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","5","7224","76","0","2014","2","N","Bulloch County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","5","7224","76","0","2014","3","N","Bulloch County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.28,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","5","7224","76","0","2014","4","N","Bulloch County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13039","5","7224","76","0","2014","1","N","Camden County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13039","5","7224","76","0","2014","2","N","Camden County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13039","5","7224","76","0","2014","3","N","Camden County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13039","5","7224","76","0","2014","4","N","Camden County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13045","5","7224","76","0","2014","1","N","Carroll County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13045","5","7224","76","0","2014","2","N","Carroll County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13045","5","7224","76","0","2014","3","N","Carroll County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13045","5","7224","76","0","2014","4","N","Carroll County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13051","5","7224","76","0","2014","1","","Chatham County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",43,390,395,421,1903683,1763255,23049,364,"",1.12,1.12,1.12,1.17,1.72,1.63,1.35,1.52,"",-6,-12.2,45,13.0,32,8.8,-9,-2.1,250045,15.1,244251,16.1,3459,17.7,29,8.7
"13051","5","7224","76","0","2014","2","","Chatham County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",44,417,427,411,2178898,1143114,15539,401,"",1.14,1.14,1.14,1.09,1.72,1.48,1.16,1.53,"",-3,-6.4,-6,-1.4,-4,-0.9,22,5.7,337242,18.3,59881,5.5,-333,-2.1,59,17.3
"13051","5","7224","76","0","2014","3","","Chatham County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",45,440,432,431,2197693,842661,13767,389,"",1.17,1.15,1.13,1.13,1.69,1.34,1.23,1.48,"",-3,-6.2,-7,-1.6,9,2.1,36,9.1,294236,15.5,7124,0.9,313,2.3,42,12.1
"13051","5","7224","76","0","2014","4","","Chatham County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",46,434,428,467,2236036,623597,9697,388,"",1.20,1.16,1.15,1.27,1.71,1.11,0.99,1.43,"",0,0.0,34,8.5,29,7.3,66,16.5,417413,23.0,33991,5.8,466,5.0,38,10.9
"13057","5","7224","76","0","2014","1","","Cherokee County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,178,166,164,678531,660506,15834,308,"",0.31,1.42,1.32,1.27,2.06,1.82,2.80,1.54,"",2,33.3,-31,-14.8,-35,-17.4,-44,-21.2,-80914,-10.7,-79885,-10.8,-931,-5.6,24,8.5
"13057","5","7224","76","0","2014","2","","Cherokee County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,178,183,189,736235,524680,12862,309,"",0.30,1.36,1.36,1.41,1.88,1.67,2.68,1.36,"",1,14.3,-12,-6.3,-16,-8.0,-7,-3.6,-22928,-3.0,-37863,-6.7,10,0.1,10,3.3
"13057","5","7224","76","0","2014","3","","Cherokee County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,183,181,188,759760,387808,9386,318,"",0.30,1.36,1.32,1.38,1.86,1.57,2.47,1.38,"",0,0.0,-34,-15.7,-32,-15.0,-33,-14.9,-119546,-13.6,-81810,-17.4,-1634,-14.8,6,1.9
"13057","5","7224","76","0","2014","4","","Cherokee County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,169,171,161,678057,254377,6136,312,"",0.30,1.25,1.27,1.21,1.62,1.15,1.86,1.31,"",0,0.0,-43,-20.3,-36,-17.4,-47,-22.6,-128933,-16.0,-85702,-25.2,-1908,-23.7,15,5.1
"13059","5","7224","76","0","2014","1","","Clarke County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",39,412,412,447,916909,876571,10463,166,"",2.55,2.47,2.47,2.65,1.88,2.35,1.75,0.74,"",0,0.0,39,10.5,29,7.6,82,22.5,22630,2.5,44843,5.4,558,5.6,-18,-9.8
"13059","5","7224","76","0","2014","2","","Clarke County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",39,460,410,360,983982,783248,10612,185,"",2.54,2.70,2.37,2.07,1.78,2.75,2.40,0.75,"",-1,-2.5,61,15.3,31,8.2,6,1.7,96550,10.9,73562,10.4,1178,12.5,4,2.2
"13059","5","7224","76","0","2014","3","","Clarke County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",41,406,458,469,1001774,668210,9075,173,"",2.69,2.30,2.57,2.64,1.72,3.18,2.65,0.68,"",3,7.9,13,3.3,42,10.1,72,18.1,48649,5.1,39571,6.3,628,7.4,-9,-4.9
"13059","5","7224","76","0","2014","4","","Clarke County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",44,488,493,471,1262227,786580,9677,201,"",2.90,2.79,2.84,2.73,2.23,4.19,3.34,0.80,"",5,12.8,30,6.6,29,6.2,57,13.8,217194,20.8,197523,33.5,1323,15.8,20,11.0
"13063","5","7224","76","0","2014","1","N","Clayton County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13063","5","7224","76","0","2014","2","N","Clayton County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13063","5","7224","76","0","2014","3","N","Clayton County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13063","5","7224","76","0","2014","4","N","Clayton County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13067","5","7224","76","0","2014","1","","Cobb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",26,442,407,418,2063702,1775807,32030,376,"",0.25,0.54,0.49,0.49,0.60,0.58,0.57,1.19,"",2,8.3,38,9.4,13,3.3,15,3.7,70848,3.6,7274,0.4,-2096,-6.1,-7,-1.8
"13067","5","7224","76","0","2014","2","","Cobb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",24,377,380,379,2093687,1021055,16064,425,"",0.23,0.44,0.43,0.43,0.57,0.55,0.45,1.31,"",1,4.3,-25,-6.2,-17,-4.3,-48,-11.2,117498,5.9,-88009,-7.9,-6183,-27.8,53,14.2
"13067","5","7224","76","0","2014","3","","Cobb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",25,385,399,389,2146439,670147,12019,422,"",0.24,0.44,0.45,0.44,0.58,0.45,0.40,1.30,"",2,8.7,-56,-12.7,-40,-9.1,-62,-13.7,76531,3.7,-137196,-17.0,-4074,-25.3,63,17.5
"13067","5","7224","76","0","2014","4","","Cobb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",24,431,424,437,2214796,548873,8211,396,"",0.23,0.49,0.49,0.51,0.59,0.39,0.30,1.18,"",-1,-4.0,-42,-8.9,-37,-8.0,-26,-5.6,92116,4.3,-125803,-18.6,-6102,-42.6,45,12.8
"13071","5","7224","76","0","2014","1","N","Colquitt County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13071","5","7224","76","0","2014","2","N","Colquitt County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13071","5","7224","76","0","2014","3","N","Colquitt County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13071","5","7224","76","0","2014","4","N","Colquitt County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13073","5","7224","76","0","2014","1","N","Columbia County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13073","5","7224","76","0","2014","2","N","Columbia County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13073","5","7224","76","0","2014","3","","Columbia County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,16,17,17,39113,33863,630,181,"",0.26,0.20,0.20,0.21,0.17,0.25,0.29,0.83,"",-1,-25.0,-5,-23.8,-6,-26.1,-4,-19.0,-42967,-52.3,-19371,-36.4,-414,-39.7,-110,-37.8
"13073","5","7224","76","0","2014","4","","Columbia County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,17,16,17,38872,14668,6,179,"",0.26,0.21,0.20,0.21,0.16,0.12,0.00,0.78,"",-1,-25.0,-2,-10.5,-4,-20.0,0,0.0,-21549,-35.7,-16163,-52.4,-427,-98.6,-70,-28.1
"13077","5","7224","76","0","2014","1","N","Coweta County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13077","5","7224","76","0","2014","2","N","Coweta County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13077","5","7224","76","0","2014","3","N","Coweta County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13077","5","7224","76","0","2014","4","N","Coweta County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13089","5","7224","76","0","2014","1","","DeKalb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",34,737,716,713,2961531,2580355,54435,316,"",0.39,1.01,0.99,0.96,1.03,1.10,1.31,1.05,"",-3,-8.1,68,10.2,45,6.7,51,7.7,-1369,0.0,-18250,-0.7,11283,26.1,-26,-7.6
"13089","5","7224","76","0","2014","2","","DeKalb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",34,730,722,761,2939726,1718133,31900,307,"",0.39,0.98,0.95,1.00,0.95,1.21,1.23,0.97,"",-2,-5.6,66,9.9,20,2.8,1,0.1,-33237,-1.1,-17925,-1.0,3874,13.8,-16,-5.0
"13089","5","7224","76","0","2014","3","","DeKalb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",34,711,698,665,2966055,1252918,24316,330,"",0.39,0.92,0.90,0.87,0.96,1.13,1.16,1.06,"",-2,-5.6,-28,-3.8,-28,-3.9,-46,-6.5,-216016,-6.8,-156468,-11.1,5493,29.2,-7,-2.1
"13089","5","7224","76","0","2014","4","","DeKalb County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",35,626,621,659,2715546,715368,14271,329,"",0.40,0.83,0.82,0.88,0.88,0.70,0.75,1.04,"",-1,-2.8,-80,-11.3,-71,-10.3,-62,-8.6,-270162,-9.0,-140985,-16.5,3720,35.3,4,1.2
"13095","5","7224","76","0","2014","1","","Dougherty County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,7,7,7,37512,37512,605,412,"",0.41,0.06,0.06,0.06,0.11,0.13,0.13,1.91,"",1,25.0,-5,-41.7,-5,-41.7,-5,-41.7,-2336,-5.9,1174,3.2,264,77.4,157,61.6
"13095","5","7224","76","0","2014","2","","Dougherty County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,7,7,7,27497,19671,350,302,"",0.41,0.06,0.06,0.06,0.07,0.09,0.08,1.30,"",1,25.0,-5,-41.7,-5,-41.7,-5,-41.7,-9103,-24.9,-6801,-25.7,9,2.6,67,28.5
"13095","5","7224","76","0","2014","3","","Dougherty County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,7,7,7,29604,11211,275,325,"",0.42,0.06,0.06,0.06,0.07,0.07,0.10,1.32,"",0,0.0,-5,-41.7,-5,-41.7,-7,-50.0,-7326,-19.8,5648,101.5,250,1000.0,101,45.1
"13095","5","7224","76","0","2014","4","","Dougherty County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,7,7,7,30536,12170,279,336,"",0.42,0.06,0.06,0.06,0.08,0.09,0.10,1.39,"",0,0.0,-7,-50.0,-7,-50.0,-6,-46.2,-4968,-14.0,-5581,-31.4,-75,-21.2,136,68.0
"13097","5","7224","76","0","2014","1","N","Douglas County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13097","5","7224","76","0","2014","2","N","Douglas County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13097","5","7224","76","0","2014","3","N","Douglas County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13097","5","7224","76","0","2014","4","N","Douglas County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13111","5","7224","76","0","2014","1","N","Fannin County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13111","5","7224","76","0","2014","2","N","Fannin County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13111","5","7224","76","0","2014","3","N","Fannin County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13111","5","7224","76","0","2014","4","N","Fannin County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13113","5","7224","76","0","2014","1","","Fayette County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,78,79,80,329356,326711,3992,321,"",0.30,0.78,0.79,0.79,1.19,1.12,0.77,1.52,"",0,0.0,-4,-4.9,-8,-9.2,-1,-1.2,-10374,-3.1,13179,4.2,1047,35.6,7,2.2
"13113","5","7224","76","0","2014","2","","Fayette County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,82,80,83,343313,229166,2832,323,"",0.30,0.80,0.77,0.79,1.08,1.03,0.79,1.36,"",0,0.0,1,1.2,5,6.7,1,1.2,-12303,-3.5,1909,0.8,382,15.6,-22,-6.4
"13113","5","7224","76","0","2014","3","","Fayette County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,76,76,73,328922,118846,1343,337,"",0.30,0.72,0.72,0.70,0.99,0.70,0.46,1.39,"",0,0.0,-8,-9.5,-12,-13.6,-13,-15.1,-34736,-9.6,-22297,-15.8,-310,-18.8,12,3.7
"13113","5","7224","76","0","2014","4","","Fayette County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,76,81,79,339107,84245,1234,332,"",0.30,0.73,0.78,0.75,1.03,0.52,0.46,1.37,"",0,0.0,-11,-12.6,-2,-2.4,-1,-1.2,-14680,-4.1,-10703,-11.3,-89,-6.7,5,1.5
"13117","5","7224","76","0","2014","1","N","Forsyth County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.04,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13117","5","7224","76","0","2014","2","-","Forsyth County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13117","5","7224","76","0","2014","3","-","Forsyth County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13117","5","7224","76","0","2014","4","-","Forsyth County, Georgia","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
